,SG_UF,NR_ZONA,NR_LOCAL_VOTACAO,2009,2010,2011,2013,2015,2020,SY_MODELOS_DISTINTOS
40355,PE,16,1317,0,0,0,0,0,24,1
40356,PE,16,1325,0,0,0,0,0,44,1
40357,PE,16,1333,0,0,0,0,0,48,1
40358,PE,16,1376,0,0,0,0,0,39,1
40359,PE,16,1384,0,0,0,0,0,16,1
40360,PE,16,1414,0,0,0,0,0,60,1
40361,PE,16,1422,0,0,0,0,0,48,1
40362,PE,16,1430,0,0,0,0,0,36,1
40363,PE,16,1457,0,0,0,0,0,16,1
40364,PE,16,1465,0,0,0,0,0,16,1
40365,PE,16,1481,0,0,0,0,0,28,1
40366,PE,16,1490,0,0,0,0,0,20,1
40367,PE,16,1503,0,0,0,0,0,24,1
40368,PE,16,1511,0,0,0,0,0,12,1
40369,PE,16,1546,0,0,0,0,0,3,1
40370,PE,16,1554,0,0,0,0,0,20,1
40371,PE,17,1023,0,0,12,0,0,0,1
40372,PE,17,1074,4,0,12,0,0,0,2
40373,PE,17,1112,4,0,28,0,0,0,2
40374,PE,17,1198,0,0,48,0,0,0,1
40375,PE,17,1201,0,0,28,0,0,0,1
40376,PE,17,1228,0,0,36,0,0,0,1
40377,PE,17,1236,0,0,8,0,0,0,1
40378,PE,17,1244,4,0,20,0,0,0,2
40379,PE,17,1287,4,0,92,0,0,0,2
40380,PE,17,1309,4,0,16,0,0,0,2
40381,PE,17,1317,4,0,8,0,0,0,2
40382,PE,17,1325,0,0,7,0,0,0,1
40383,PE,17,1333,4,0,31,0,0,0,2
40384,PE,17,1341,0,0,24,0,0,0,1
40385,PE,17,1350,0,0,11,0,0,0,1
40386,PE,17,1392,0,0,16,0,0,0,1
40387,PE,17,1406,0,0,12,0,0,0,1
40388,PE,17,1457,0,0,52,0,0,0,1
40389,PE,17,1465,0,0,40,0,0,0,1
40390,PE,17,1481,0,0,12,0,0,0,1
40391,PE,17,1490,0,0,4,0,0,0,1
40392,PE,18,1023,0,0,0,0,48,0,1
40393,PE,18,1031,4,0,0,0,60,0,2
40394,PE,18,1058,3,0,0,0,45,0,2
40395,PE,18,1066,4,0,0,0,28,0,2
40396,PE,18,1074,0,0,0,0,38,0,1
40397,PE,18,1104,0,0,0,0,28,0,1
40398,PE,18,1120,0,0,0,0,28,0,1
40399,PE,18,1139,0,0,0,0,8,0,1
40400,PE,18,1147,0,0,0,0,36,0,1
40401,PE,18,1155,0,0,0,0,42,0,1
40402,PE,18,1171,0,0,0,0,12,0,1
40403,PE,18,1228,0,0,0,0,36,0,1
40404,PE,18,1244,0,0,0,0,28,0,1
40405,PE,18,1252,0,0,0,0,68,0,1
40406,PE,18,1260,0,0,0,0,39,0,1
40407,PE,18,1287,0,0,0,0,40,0,1
40408,PE,18,1295,4,0,0,0,48,0,2
40409,PE,18,1309,0,0,0,0,56,0,1
40410,PE,18,1317,0,0,0,0,40,0,1
40411,PE,18,1325,0,0,0,0,31,0,1
40412,PE,18,1333,0,0,0,0,16,0,1
40413,PE,18,1341,0,0,0,0,48,0,1
40414,PE,18,1376,0,0,0,0,20,0,1
40415,PE,18,1384,4,0,0,0,32,0,2
40416,PE,18,1406,0,0,0,0,28,0,1
40417,PE,19,1031,0,0,0,0,44,0,1
40418,PE,19,1058,0,0,0,0,42,0,1
40419,PE,19,1066,4,0,0,0,32,0,2
40420,PE,19,1074,0,0,0,0,56,0,1
40421,PE,19,1090,0,0,0,0,12,0,1
40422,PE,19,1120,0,0,0,0,24,0,1
40423,PE,19,1139,0,0,0,0,28,0,1
40424,PE,19,1147,0,0,0,0,24,0,1
40425,PE,19,1155,0,0,0,0,28,0,1
40426,PE,19,1201,0,0,0,0,52,0,1
40427,PE,19,1309,0,0,0,0,12,0,1
40428,PE,19,1317,0,0,0,0,8,0,1
40429,PE,19,1325,0,0,0,0,20,0,1
40430,PE,19,1333,0,0,0,0,8,0,1
40431,PE,19,1368,4,0,0,0,24,0,2
40432,PE,19,1376,8,0,0,0,40,0,2
40433,PE,19,1384,0,0,0,0,24,0,1
40434,PE,19,1392,0,0,0,0,24,0,1
40435,PE,19,1422,4,0,0,0,56,0,2
40436,PE,19,1430,0,0,0,0,8,0,1
40437,PE,19,1457,0,0,0,0,12,0,1
40438,PE,19,1473,0,0,0,0,8,0,1
40439,PE,20,1031,0,0,32,0,0,0,1
40440,PE,20,1040,0,0,8,0,0,0,1
40441,PE,20,1058,0,0,68,0,0,0,1
40442,PE,20,1066,0,0,40,0,0,0,1
40443,PE,20,1074,4,0,12,0,0,0,2
40444,PE,20,1104,0,0,12,0,0,0,1
40445,PE,20,1120,4,0,36,0,0,0,2
40446,PE,20,1139,0,0,8,0,0,0,1
40447,PE,20,1171,7,0,48,0,0,0,2
40448,PE,20,1180,0,0,28,0,0,0,1
40449,PE,20,1201,0,0,4,0,0,0,1
40450,PE,20,1252,0,0,48,0,0,0,1
40451,PE,20,1260,0,0,24,0,0,0,1
40452,PE,20,1287,0,0,32,0,0,0,1
40453,PE,20,1295,0,0,20,0,0,0,1
40454,PE,20,1309,4,0,20,0,0,0,2
40455,PE,20,1317,0,0,48,0,0,0,1
40456,PE,20,1350,0,0,8,0,0,0,1
40457,PE,20,1376,4,0,32,0,0,0,2
40458,PE,20,1384,0,0,8,0,0,0,1
40459,PE,20,1392,0,0,4,0,0,0,1
40460,PE,20,1422,0,0,4,0,0,0,1
40461,PE,20,1449,0,0,8,0,0,0,1
40462,PE,20,1473,0,0,4,0,0,0,1
40463,PE,20,1481,0,0,16,0,0,0,1
40464,PE,20,1490,0,0,36,0,0,0,1
40465,PE,20,1511,4,0,28,0,0,0,2
40466,PE,20,1520,0,0,16,0,0,0,1
40467,PE,20,1538,0,0,39,0,0,0,1
40468,PE,20,1546,0,0,8,0,0,0,1
40469,PE,20,1554,0,0,51,0,0,0,1
40470,PE,20,1570,0,0,28,0,0,0,1
40471,PE,21,1031,8,0,28,0,0,0,2
40472,PE,21,1040,0,0,42,0,0,0,1
40473,PE,21,1058,4,0,44,0,0,0,2
40474,PE,21,1112,8,0,24,0,0,0,2
40475,PE,21,1120,4,0,44,0,0,0,2
40476,PE,21,1139,4,0,8,0,0,0,2
40477,PE,21,1147,4,0,43,0,0,0,2
40478,PE,21,1163,12,0,40,0,0,0,2
40479,PE,21,1171,4,0,24,0,0,0,2
40480,PE,21,1198,7,0,36,0,0,0,2
40481,PE,21,1201,0,0,8,0,0,0,1
40482,PE,21,1210,0,0,8,0,0,0,1
40483,PE,23,1015,4,0,32,0,0,0,2
40484,PE,23,1023,0,0,24,0,0,0,1
40485,PE,23,1040,20,0,8,0,0,0,2
40486,PE,23,1058,4,0,12,0,0,0,2
40487,PE,23,1074,20,0,48,0,0,0,2
40488,PE,23,1082,8,0,24,0,0,0,2
40489,PE,23,1090,4,0,8,0,0,0,2
40490,PE,23,1112,32,0,44,0,0,0,2
40491,PE,23,1120,4,0,16,0,0,0,2
40492,PE,23,1155,0,0,12,0,0,0,1
40493,PE,23,1180,23,0,24,0,0,0,2
40494,PE,23,1198,0,0,12,0,0,0,1
40495,PE,23,1201,4,0,36,0,0,0,2
40496,PE,23,1210,3,0,12,0,0,0,2
40497,PE,23,1228,0,0,8,0,0,0,1
40498,PE,23,1236,8,0,8,0,0,0,2
40499,PE,23,1244,0,0,20,0,0,0,1
40500,PE,23,1252,4,0,12,0,0,0,2
40501,PE,23,1260,4,0,8,0,0,0,2
40502,PE,23,1279,4,0,12,0,0,0,2
40503,PE,23,1287,0,0,8,0,0,0,1
40504,PE,24,1023,0,0,32,0,0,0,1
40505,PE,24,1112,0,0,20,0,0,0,1
40506,PE,24,1198,4,0,40,0,0,0,2
40507,PE,24,1228,4,0,24,0,0,0,2
40508,PE,24,1236,0,0,56,0,0,0,1
40509,PE,24,1252,0,0,64,0,0,0,1
40510,PE,24,1260,0,0,23,0,0,0,1
40511,PE,24,1279,0,0,24,0,0,0,1
40512,PE,24,1295,0,0,15,0,0,0,1
40513,PE,24,1309,4,0,58,0,0,0,2
40514,PE,24,1317,0,0,7,0,0,0,1
40515,PE,24,1325,0,0,8,0,0,0,1
40516,PE,24,1333,4,0,24,0,0,0,2
40517,PE,24,1341,0,0,20,0,0,0,1
40518,PE,24,1350,0,0,20,0,0,0,1
40519,PE,24,1368,0,0,28,0,0,0,1
40520,PE,24,1376,0,0,35,0,0,0,1
40521,PE,24,1384,4,0,12,0,0,0,2
40522,PE,24,1392,0,0,4,0,0,0,1
40523,PE,24,1406,0,0,12,0,0,0,1
40524,PE,24,1414,0,0,8,0,0,0,1
40525,PE,24,1422,0,0,8,0,0,0,1
40526,PE,24,1430,0,0,12,0,0,0,1
40527,PE,25,1015,0,0,0,0,0,20,1
40528,PE,25,1023,0,0,0,0,0,31,1
40529,PE,25,1031,0,0,0,0,0,8,1
40530,PE,25,1040,0,0,0,0,0,48,1
40531,PE,25,1058,0,0,0,0,0,52,1
40532,PE,25,1066,0,0,0,0,0,16,1
40533,PE,25,1074,0,0,0,0,0,24,1
40534,PE,25,1082,0,0,0,0,0,40,1
40535,PE,25,1090,0,0,0,0,0,44,1
40536,PE,25,1104,0,0,0,0,0,10,1
40537,PE,25,1112,0,0,0,0,0,20,1
40538,PE,25,1120,0,0,0,0,0,27,1
40539,PE,25,1139,0,0,0,0,0,28,1
40540,PE,25,1147,0,0,0,0,0,20,1
40541,PE,25,1163,0,0,0,0,0,24,1
40542,PE,25,1171,0,0,0,0,0,12,1
40543,PE,25,1198,0,0,0,0,0,31,1
40544,PE,25,1201,0,0,0,0,0,40,1
40545,PE,25,1210,0,0,0,0,0,20,1
40546,PE,25,1228,0,0,0,0,0,8,1
40547,PE,25,1236,0,0,0,0,0,20,1
40548,PE,25,1252,0,0,0,0,0,32,1
40549,PE,25,1260,0,0,0,0,0,36,1
40550,PE,25,1287,0,0,0,0,0,24,1
40551,PE,25,1295,0,0,0,0,0,16,1
40552,PE,25,1309,0,0,0,0,0,12,1
40553,PE,25,1317,0,0,0,0,0,12,1
40554,PE,25,1333,0,0,0,0,0,28,1
40555,PE,25,1341,0,0,0,0,0,12,1
40556,PE,25,1350,0,0,0,0,0,7,1
40557,PE,25,1376,0,0,0,0,0,40,1
40558,PE,25,1392,0,0,0,0,0,4,1
40559,PE,26,1015,0,0,0,47,0,0,1
40560,PE,26,1031,0,0,0,99,0,0,1
40561,PE,26,1040,0,0,0,28,0,0,1
40562,PE,26,1058,0,0,0,40,0,0,1
40563,PE,26,1066,8,0,0,44,0,0,2
40564,PE,26,1074,4,0,0,36,0,0,2
40565,PE,26,1082,4,0,0,71,0,0,2
40566,PE,26,1090,0,0,0,12,0,0,1
40567,PE,26,1104,0,0,0,12,0,0,1
40568,PE,26,1112,0,0,0,23,0,0,1
40569,PE,26,1120,4,0,0,53,0,0,2
40570,PE,26,1147,0,0,0,20,0,0,1
40571,PE,26,1155,12,0,0,104,0,0,2
40572,PE,26,1163,0,0,0,15,0,0,1
40573,PE,26,1180,0,0,0,11,0,0,1
40574,PE,26,1198,0,0,0,7,0,0,1
40575,PE,26,1201,0,0,0,8,0,0,1
40576,PE,26,1228,0,0,0,16,0,0,1
40577,PE,26,1236,0,0,0,16,0,0,1
40578,PE,26,1244,4,0,0,28,0,0,2
40579,PE,26,1252,4,0,0,8,0,0,2
40580,PE,26,1260,0,0,0,4,0,0,1
40581,PE,26,1279,0,0,0,8,0,0,1
40582,PE,27,1015,4,0,24,0,0,0,2
40583,PE,27,1023,0,0,31,0,0,0,1
40584,PE,27,1031,0,0,44,0,0,0,1
40585,PE,27,1040,0,0,31,0,0,0,1
40586,PE,27,1058,4,0,44,0,0,0,2
40587,PE,27,1066,4,0,40,0,0,0,2
40588,PE,27,1074,0,0,32,0,0,0,1
40589,PE,27,1090,4,0,48,0,0,0,2
40590,PE,27,1112,0,0,12,0,0,0,1
40591,PE,27,1139,0,0,28,0,0,0,1
40592,PE,27,1155,0,0,4,0,0,0,1
40593,PE,27,1163,0,0,28,0,0,0,1
40594,PE,27,1210,0,0,32,0,0,0,1
40595,PE,27,1236,4,0,16,0,0,0,2
40596,PE,27,1244,0,0,12,0,0,0,1
40597,PE,27,1252,0,0,23,0,0,0,1
40598,PE,27,1260,4,0,27,0,0,0,2
40599,PE,28,1015,4,0,0,40,0,0,2
40600,PE,28,1023,4,0,0,36,0,0,2
40601,PE,28,1031,4,0,0,86,0,0,2
40602,PE,28,1040,0,0,0,16,0,0,1
40603,PE,28,1074,0,0,0,30,0,0,1
40604,PE,28,1082,0,0,0,64,0,0,1
40605,PE,28,1090,0,0,0,79,0,0,1
40606,PE,28,1104,4,0,0,40,0,0,2
40607,PE,28,1112,0,0,0,23,0,0,1
40608,PE,28,1139,0,0,0,8,0,0,1
40609,PE,28,1155,0,0,0,24,0,0,1
40610,PE,28,1163,0,0,0,8,0,0,1
40611,PE,28,1171,0,0,0,12,0,0,1
40612,PE,28,1180,0,0,0,8,0,0,1
40613,PE,28,1198,0,0,0,8,0,0,1
40614,PE,28,1201,4,0,0,8,0,0,2
40615,PE,28,1210,0,0,0,32,0,0,1
40616,PE,28,1228,0,0,0,12,0,0,1
40617,PE,28,1236,0,0,0,8,0,0,1
40618,PE,28,1244,0,0,0,12,0,0,1
40619,PE,28,1252,3,0,0,12,0,0,2
40620,PE,28,1279,0,4,0,12,0,0,2
40621,PE,28,1287,0,0,0,12,0,0,1
40622,PE,28,1317,4,0,0,28,0,0,2
40623,PE,28,1325,0,0,0,4,0,0,1
40624,PE,28,1350,0,0,0,16,0,0,1
40625,PE,28,1376,0,0,0,8,0,0,1
40626,PE,28,1384,0,0,0,12,0,0,1
40627,PE,30,1040,0,0,0,0,20,0,1
40628,PE,30,1074,0,0,0,0,36,0,1
40629,PE,30,1082,0,0,0,0,20,0,1
40630,PE,30,1090,0,0,0,0,60,0,1
40631,PE,30,1104,0,0,0,0,72,0,1
40632,PE,30,1112,0,0,0,0,72,0,1
40633,PE,30,1120,0,0,0,0,44,0,1
40634,PE,30,1139,0,0,0,0,24,0,1
40635,PE,30,1147,0,0,0,0,84,0,1
40636,PE,30,1163,0,0,0,0,20,0,1
40637,PE,30,1244,0,0,0,0,16,0,1
40638,PE,30,1341,0,0,0,0,24,0,1
40639,PE,30,1350,0,0,0,0,28,0,1
40640,PE,30,1368,0,0,0,0,28,0,1
40641,PE,30,1414,0,0,0,0,28,0,1
40642,PE,30,1473,0,0,0,0,44,0,1
40643,PE,30,1589,0,0,0,0,24,0,1
40644,PE,30,1597,0,0,0,0,20,0,1
40645,PE,30,1600,0,0,0,0,3,0,1
40646,PE,30,1619,0,0,0,0,7,0,1
40647,PE,30,1635,0,0,0,0,16,0,1
40648,PE,30,1651,0,0,0,0,8,0,1
40649,PE,30,1660,0,0,0,0,11,0,1
40650,PE,30,1678,0,0,0,0,8,0,1
40651,PE,30,1686,0,0,0,0,8,0,1
40652,PE,30,1694,0,0,0,0,4,0,1
40653,PE,31,1015,0,0,0,0,4,0,1
40654,PE,31,1031,0,0,0,0,123,0,1
40655,PE,31,1040,0,0,0,0,40,0,1
40656,PE,31,1058,0,0,0,0,76,0,1
40657,PE,31,1066,0,0,0,0,68,0,1
40658,PE,31,1074,0,0,0,0,32,0,1
40659,PE,31,1082,0,0,0,0,20,0,1
40660,PE,31,1112,0,0,0,0,16,0,1
40661,PE,31,1120,0,0,0,0,12,0,1
40662,PE,31,1163,4,0,0,0,36,0,2
40663,PE,31,1171,0,0,0,0,20,0,1
40664,PE,31,1198,0,0,0,0,24,0,1
40665,PE,31,1201,0,0,0,0,36,0,1
40666,PE,31,1244,0,0,0,0,20,0,1
40667,PE,31,1252,3,0,0,0,8,0,2
40668,PE,33,1023,0,47,0,0,0,0,1
40669,PE,33,1031,0,31,0,0,0,0,1
40670,PE,33,1066,0,60,0,0,0,0,1
40671,PE,33,1074,0,23,0,0,0,0,1
40672,PE,33,1104,0,16,0,0,0,0,1
40673,PE,33,1112,0,12,0,0,0,0,1
40674,PE,33,1120,0,28,0,0,0,0,1
40675,PE,33,1139,0,16,0,0,0,0,1
40676,PE,33,1147,0,28,0,0,0,0,1
40677,PE,33,1155,0,16,0,0,0,0,1
40678,PE,33,1163,4,8,0,0,0,0,2
40679,PE,33,1171,0,14,0,0,0,0,1
40680,PE,33,1180,0,16,0,0,0,0,1
40681,PE,33,1198,4,33,0,0,0,0,2
40682,PE,33,1201,0,12,0,0,0,0,1
40683,PE,33,1210,4,66,0,0,0,0,2
40684,PE,33,1228,0,4,0,0,0,0,1
40685,PE,33,1236,4,48,0,0,0,0,2
40686,PE,33,1244,0,23,0,0,0,0,1
40687,PE,33,1252,0,4,0,0,0,0,1
40688,PE,33,1260,0,16,0,0,0,0,1
40689,PE,33,1287,0,12,0,0,0,0,1
40690,PE,33,1295,0,8,0,0,0,0,1
40691,PE,33,1368,0,4,0,0,0,0,1
40692,PE,33,1376,0,4,0,0,0,0,1
40693,PE,33,1392,0,8,0,0,0,0,1
40694,PE,33,1430,0,28,0,0,0,0,1
40695,PE,33,1449,0,8,0,0,0,0,1
40696,PE,33,1457,0,7,0,0,0,0,1
40697,PE,33,1465,0,40,0,0,0,0,1
40698,PE,34,1015,0,80,0,0,0,0,1
40699,PE,34,1023,3,60,0,0,0,0,2
40700,PE,34,1031,8,79,0,0,0,0,2
40701,PE,34,1040,0,24,0,0,0,0,1
40702,PE,34,1058,0,20,0,0,0,0,1
40703,PE,34,1066,0,28,0,0,0,0,1
40704,PE,34,1082,0,8,0,0,0,0,1
40705,PE,34,1090,0,40,0,0,0,0,1
40706,PE,34,1104,0,16,0,0,0,0,1
40707,PE,34,1120,0,8,0,0,0,0,1
40708,PE,34,1139,0,20,0,0,0,0,1
40709,PE,34,1147,0,12,0,0,0,0,1
40710,PE,34,1155,4,16,0,0,0,0,2
40711,PE,34,1171,0,4,0,0,0,0,1
40712,PE,34,1180,0,8,0,0,0,0,1
40713,PE,34,1198,0,32,0,0,0,0,1
40714,PE,34,1201,0,12,0,0,0,0,1
40715,PE,34,1210,4,32,0,0,0,0,2
40716,PE,34,1244,0,8,0,0,0,0,1
40717,PE,34,1279,0,16,0,0,0,0,1
40718,PE,34,1287,0,8,0,0,0,0,1
40719,PE,34,1295,0,4,0,0,0,0,1
40720,PE,34,1376,4,59,0,0,0,0,2
40721,PE,34,1465,0,55,0,0,0,0,1
40722,PE,34,1473,0,28,0,0,0,0,1
40723,PE,34,1481,0,28,0,0,0,0,1
40724,PE,34,1503,0,16,0,0,0,0,1
40725,PE,34,1511,0,12,0,0,0,0,1
40726,PE,34,1538,0,44,0,0,0,0,1
40727,PE,34,1546,0,8,0,0,0,0,1
40728,PE,35,1015,0,0,0,0,8,0,1
40729,PE,35,1031,0,0,0,0,52,0,1
40730,PE,35,1058,0,0,0,0,8,0,1
40731,PE,35,1066,0,0,0,0,24,0,1
40732,PE,35,1180,0,0,0,0,56,0,1
40733,PE,35,1201,0,0,0,0,51,0,1
40734,PE,35,1210,0,0,0,0,11,0,1
40735,PE,35,1228,0,0,0,0,28,0,1
40736,PE,35,1236,0,0,0,0,40,0,1
40737,PE,35,1252,0,0,0,0,56,0,1
40738,PE,35,1279,0,0,0,0,12,0,1
40739,PE,35,1309,0,0,0,0,28,0,1
40740,PE,35,1333,0,0,0,0,36,0,1
40741,PE,35,1368,0,0,0,0,12,0,1
40742,PE,35,1392,0,0,0,0,12,0,1
40743,PE,35,1414,0,0,0,0,16,0,1
40744,PE,35,1520,0,0,0,0,31,0,1
40745,PE,35,1538,0,0,0,0,32,0,1
40746,PE,35,1546,0,0,0,0,4,0,1
40747,PE,35,1597,0,0,0,0,8,0,1
40748,PE,35,1619,0,0,0,0,12,0,1
40749,PE,35,1643,0,0,0,0,10,0,1
40750,PE,35,1660,0,0,0,0,16,0,1
40751,PE,35,1678,0,0,0,0,4,0,1
40752,PE,35,1686,0,0,0,0,12,0,1
40753,PE,36,1015,4,0,36,0,0,0,2
40754,PE,36,1023,0,0,35,0,0,0,1
40755,PE,36,1031,8,0,32,0,0,0,2
40756,PE,36,1040,0,0,40,0,0,0,1
40757,PE,36,1058,4,0,36,0,0,0,2
40758,PE,36,1066,0,0,20,0,0,0,1
40759,PE,36,1082,0,0,16,0,0,0,1
40760,PE,36,1112,0,0,18,0,0,0,1
40761,PE,36,1139,0,0,11,0,0,0,1
40762,PE,36,1155,0,0,16,0,0,0,1
40763,PE,36,1163,0,0,35,0,0,0,1
40764,PE,36,1171,4,0,40,0,0,0,2
40765,PE,36,1198,4,0,32,0,0,0,2
40766,PE,36,1201,0,0,36,0,0,0,1
40767,PE,36,1210,0,0,12,0,0,0,1
40768,PE,36,1228,0,0,28,0,0,0,1
40769,PE,36,1236,4,0,28,0,0,0,2
40770,PE,36,1244,7,0,8,0,0,0,2
40771,PE,37,1040,0,24,0,0,0,0,1
40772,PE,37,1058,4,36,0,0,0,0,2
40773,PE,37,1066,0,24,0,0,0,0,1
40774,PE,37,1074,0,36,0,0,0,0,1
40775,PE,37,1104,0,15,0,0,0,0,1
40776,PE,37,1120,4,28,0,0,0,0,2
40777,PE,37,1139,4,44,0,0,0,0,2
40778,PE,37,1147,0,32,0,0,0,0,1
40779,PE,37,1155,4,12,0,0,0,0,2
40780,PE,37,1163,0,24,0,0,0,0,1
40781,PE,37,1171,8,36,0,0,0,0,2
40782,PE,37,1180,4,28,0,0,0,0,2
40783,PE,37,1210,0,15,0,0,0,0,1
40784,PE,37,1244,0,12,0,0,0,0,1
40785,PE,37,1252,0,28,0,0,0,0,1
40786,PE,37,1309,4,15,0,0,0,0,2
40787,PE,37,1376,0,4,0,0,0,0,1
40788,PE,37,1384,0,43,0,0,0,0,1
40789,PE,38,1015,0,4,0,44,0,0,2
40790,PE,38,1023,0,0,0,36,0,0,1
40791,PE,38,1040,8,0,0,96,0,0,2
40792,PE,38,1074,8,0,0,64,0,0,2
40793,PE,38,1082,4,0,0,36,0,0,2
40794,PE,38,1090,0,0,0,32,0,0,1
40795,PE,38,1104,4,0,0,20,0,0,2
40796,PE,38,1112,0,0,0,39,0,0,1
40797,PE,38,1147,4,0,0,44,0,0,2
40798,PE,38,1155,4,0,0,24,0,0,2
40799,PE,38,1171,0,0,0,10,0,0,1
40800,PE,38,1180,0,0,0,20,0,0,1
40801,PE,38,1198,0,0,0,24,0,0,1
40802,PE,38,1201,4,0,0,19,0,0,2
40803,PE,38,1210,4,0,0,12,0,0,2
40804,PE,38,1228,0,0,0,8,0,0,1
40805,PE,39,1040,8,0,0,0,31,0,2
40806,PE,39,1058,0,0,0,0,72,0,1
40807,PE,39,1066,0,0,0,0,56,0,1
40808,PE,39,1082,0,0,0,0,28,0,1
40809,PE,39,1120,4,0,0,0,44,0,2
40810,PE,39,1139,0,0,0,0,8,0,1
40811,PE,39,1147,0,0,0,0,15,0,1
40812,PE,39,1155,0,0,0,0,20,0,1
40813,PE,39,1163,0,0,0,0,8,0,1
40814,PE,39,1171,0,0,0,0,12,0,1
40815,PE,39,1198,0,0,0,0,8,0,1
40816,PE,39,1244,0,0,0,0,12,0,1
40817,PE,39,1252,0,0,0,0,36,0,1
40818,PE,39,1260,0,0,0,0,44,0,1
40819,PE,39,1287,0,0,0,0,16,0,1
40820,PE,39,1317,0,0,0,0,28,0,1
40821,PE,39,1406,4,0,0,0,32,0,2
40822,PE,41,1023,0,0,0,0,32,0,1
40823,PE,41,1031,0,0,0,0,40,0,1
40824,PE,41,1040,0,0,0,0,8,0,1
40825,PE,41,1066,0,0,0,0,28,0,1
40826,PE,41,1074,0,0,0,0,20,0,1
40827,PE,41,1104,0,0,0,0,48,0,1
40828,PE,41,1139,0,0,0,0,8,0,1
40829,PE,41,1147,0,0,0,0,28,0,1
40830,PE,41,1163,0,0,0,0,22,0,1
40831,PE,41,1171,0,0,0,0,16,0,1
40832,PE,41,1180,0,0,0,0,8,0,1
40833,PE,41,1198,0,0,0,0,4,0,1
40834,PE,41,1201,0,0,0,0,8,0,1
40835,PE,41,1210,0,0,0,0,8,0,1
40836,PE,41,1228,0,0,0,0,20,0,1
40837,PE,41,1236,0,0,0,0,8,0,1
40838,PE,41,1244,0,0,0,0,8,0,1
40839,PE,41,1252,0,0,0,0,8,0,1
40840,PE,41,1260,0,0,0,0,4,0,1
40841,PE,41,1279,0,0,0,0,4,0,1
40842,PE,41,1287,0,0,0,0,12,0,1
40843,PE,41,1309,0,0,0,0,8,0,1
40844,PE,41,1317,0,0,0,0,8,0,1
40845,PE,41,1325,0,0,0,0,8,0,1
40846,PE,41,1333,0,0,0,0,24,0,1
40847,PE,41,1341,0,0,0,0,8,0,1
40848,PE,41,1350,0,0,0,0,12,0,1
40849,PE,41,1376,0,0,0,0,4,0,1
40850,PE,41,1384,0,0,0,0,8,0,1
40851,PE,41,1392,0,0,0,0,12,0,1
40852,PE,41,1406,0,0,0,0,12,0,1
40853,PE,41,1422,0,0,0,0,8,0,1
40854,PE,41,1430,0,0,0,0,4,0,1
40855,PE,41,1449,0,0,0,0,4,0,1
40856,PE,41,1457,0,0,0,0,7,0,1
40857,PE,41,1490,0,0,0,0,4,0,1
40858,PE,41,1503,0,0,0,0,4,0,1
40859,PE,41,1511,0,0,0,0,4,0,1
40860,PE,41,1520,0,0,0,0,4,0,1
40861,PE,41,1554,0,0,0,0,8,0,1
40862,PE,41,1600,0,0,0,0,8,0,1
40863,PE,41,1635,0,0,0,0,4,0,1
40864,PE,41,1651,0,0,0,0,8,0,1
40865,PE,41,1660,0,0,0,0,8,0,1
40866,PE,42,1015,8,0,0,56,0,0,2
40867,PE,42,1031,0,0,0,36,0,0,1
40868,PE,42,1040,0,0,0,40,0,0,1
40869,PE,42,1058,0,0,0,28,0,0,1
40870,PE,42,1066,0,0,0,16,0,0,1
40871,PE,42,1082,0,0,0,32,0,0,1
40872,PE,42,1090,8,0,0,75,0,0,2
40873,PE,42,1104,8,0,0,28,0,0,2
40874,PE,42,1112,0,0,0,59,0,0,1
40875,PE,42,1139,0,0,0,12,0,0,1
40876,PE,42,1163,0,0,0,20,0,0,1
40877,PE,42,1198,0,0,0,32,0,0,1
40878,PE,42,1201,4,0,0,44,0,0,2
40879,PE,42,1236,4,0,0,4,0,0,2
40880,PE,42,1244,0,0,0,12,0,0,1
40881,PE,42,1252,0,0,0,8,0,0,1
40882,PE,42,1260,0,0,0,12,0,0,1
40883,PE,42,1279,0,0,0,20,0,0,1
40884,PE,43,1015,0,0,0,15,0,0,1
40885,PE,43,1023,0,0,0,105,0,0,1
40886,PE,43,1031,16,0,0,99,0,0,2
40887,PE,43,1040,4,0,0,40,0,0,2
40888,PE,43,1058,0,0,0,23,0,0,1
40889,PE,43,1066,0,0,0,52,0,0,1
40890,PE,43,1074,0,0,0,49,0,0,1
40891,PE,43,1082,3,0,0,32,0,0,2
40892,PE,43,1090,4,0,0,44,0,0,2
40893,PE,43,1104,4,0,0,16,0,0,2
40894,PE,43,1112,0,0,0,7,0,0,1
40895,PE,43,1120,4,0,0,44,0,0,2
40896,PE,43,1139,4,0,0,23,0,0,2
40897,PE,43,1147,0,0,0,16,0,0,1
40898,PE,43,1155,0,0,0,12,0,0,1
40899,PE,43,1163,0,0,0,8,0,0,1
40900,PE,43,1180,0,0,0,38,0,0,1
40901,PE,43,1295,0,0,0,19,0,0,1
40902,PE,43,1309,0,0,0,12,0,0,1
40903,PE,43,1317,0,0,0,16,0,0,1
40904,PE,44,1023,4,0,0,44,0,0,2
40905,PE,44,1031,0,0,0,44,0,0,1
40906,PE,44,1040,8,0,0,44,0,0,2
40907,PE,44,1058,12,0,0,40,0,0,2
40908,PE,44,1066,0,0,0,36,0,0,1
40909,PE,44,1082,12,0,0,36,0,0,2
40910,PE,44,1139,4,0,0,36,0,0,2
40911,PE,44,1147,0,0,0,12,0,0,1
