,SG_UF,NR_ZONA,NR_LOCAL_VOTACAO,2009,2010,2011,2013,2015,2020,SY_MODELOS_DISTINTOS
15174,CE,104,1198,0,0,0,0,0,56,1
15175,CE,104,1210,0,0,0,0,0,36,1
15176,CE,104,1228,0,0,0,0,0,40,1
15177,CE,104,1244,0,0,0,0,0,39,1
15178,CE,104,1252,0,0,0,0,0,36,1
15179,CE,104,1309,0,0,0,0,0,54,1
15180,CE,104,1317,0,0,0,0,0,36,1
15181,CE,104,1350,0,0,0,0,0,40,1
15182,CE,104,1392,0,0,0,0,0,44,1
15183,CE,104,1597,0,0,0,0,0,34,1
15184,CE,104,1600,0,0,0,0,0,36,1
15185,CE,104,1643,0,0,0,0,0,52,1
15186,CE,104,1740,0,0,0,0,0,52,1
15187,CE,104,1759,0,0,0,0,0,44,1
15188,CE,104,1775,0,0,0,0,0,28,1
15189,CE,104,1791,0,0,0,0,0,24,1
15190,CE,104,1805,0,0,0,0,0,36,1
15191,CE,104,1813,0,0,0,0,0,35,1
15192,CE,104,1821,0,0,0,0,0,43,1
15193,CE,104,1856,0,0,0,0,0,40,1
15194,CE,104,1880,0,0,0,0,0,12,1
15195,CE,104,1899,0,0,0,0,0,19,1
15196,CE,104,1902,0,0,0,0,0,8,1
15197,CE,104,1910,0,0,0,0,0,3,1
15198,CE,104,1929,0,0,0,0,0,12,1
15199,CE,104,1937,0,0,0,0,0,37,1
15200,CE,105,1015,0,12,0,0,0,0,1
15201,CE,105,1023,0,20,0,0,0,0,1
15202,CE,105,1031,0,31,0,0,0,0,1
15203,CE,105,1040,0,8,0,0,0,0,1
15204,CE,105,1058,0,16,0,0,0,0,1
15205,CE,105,1066,0,52,0,0,0,0,1
15206,CE,105,1074,0,60,0,0,0,0,1
15207,CE,105,1090,0,59,0,0,0,0,1
15208,CE,105,1104,0,20,0,0,0,0,1
15209,CE,105,1112,0,8,0,0,0,0,1
15210,CE,105,1139,0,22,0,0,0,0,1
15211,CE,105,1147,0,32,0,0,0,0,1
15212,CE,105,1155,0,18,0,0,0,0,1
15213,CE,105,1163,0,35,0,0,0,0,1
15214,CE,105,1171,0,27,0,0,0,0,1
15215,CE,105,1180,0,23,0,0,0,0,1
15216,CE,105,1198,0,10,0,0,0,0,1
15217,CE,105,1201,0,19,0,0,0,0,1
15218,CE,105,1210,0,8,0,0,0,0,1
15219,CE,105,1228,0,11,0,0,0,0,1
15220,CE,105,1236,0,3,0,0,0,0,1
15221,CE,105,1244,0,4,0,0,0,0,1
15222,CE,105,1252,0,4,0,0,0,0,1
15223,CE,105,1260,0,2,0,0,0,0,1
15224,CE,105,1309,0,8,0,0,0,0,1
15225,CE,105,1325,0,11,0,0,0,0,1
15226,CE,105,1333,0,3,0,0,0,0,1
15227,CE,105,1341,0,8,0,0,0,0,1
15228,CE,105,1406,0,4,0,0,0,0,1
15229,CE,105,1414,0,6,0,0,0,0,1
15230,CE,105,1457,0,2,0,0,0,0,1
15231,CE,105,1481,0,4,0,0,0,0,1
15232,CE,105,1490,0,4,0,0,0,0,1
15233,CE,105,1503,0,4,0,0,0,0,1
15234,CE,105,1511,0,4,0,0,0,0,1
15235,CE,105,1520,0,8,0,0,0,0,1
15236,CE,105,1538,0,4,0,0,0,0,1
15237,CE,108,1015,0,12,0,0,0,0,1
15238,CE,108,1023,0,30,0,0,0,0,1
15239,CE,108,1031,0,36,0,0,0,0,1
15240,CE,108,1040,0,19,0,0,0,0,1
15241,CE,108,1058,0,27,0,0,0,0,1
15242,CE,108,1066,0,15,0,0,0,0,1
15243,CE,108,1074,0,28,0,0,0,0,1
15244,CE,108,1082,0,11,0,0,0,0,1
15245,CE,108,1090,0,4,0,0,0,0,1
15246,CE,108,1112,0,26,0,0,0,0,1
15247,CE,108,1139,0,14,0,0,0,0,1
15248,CE,108,1155,0,8,0,0,0,0,1
15249,CE,108,1171,0,11,0,0,0,0,1
15250,CE,108,1180,0,11,0,0,0,0,1
15251,CE,108,1198,0,8,0,0,0,0,1
15252,CE,108,1201,0,8,0,0,0,0,1
15253,CE,108,1210,0,16,0,0,0,0,1
15254,CE,108,1228,0,20,0,0,0,0,1
15255,CE,108,1236,0,16,0,0,0,0,1
15256,CE,108,1244,0,3,0,0,0,0,1
15257,CE,108,1252,0,4,0,0,0,0,1
15258,CE,108,1260,0,8,0,0,0,0,1
15259,CE,109,1015,0,0,0,0,0,8,1
15260,CE,109,1023,0,0,0,0,0,34,1
15261,CE,109,1031,0,0,0,0,0,56,1
15262,CE,109,1058,0,0,0,0,0,40,1
15263,CE,109,1066,0,0,0,0,0,35,1
15264,CE,109,1074,0,0,0,0,0,32,1
15265,CE,109,1082,0,0,0,0,0,28,1
15266,CE,109,1090,0,0,0,0,0,59,1
15267,CE,109,1104,0,0,0,0,0,15,1
15268,CE,109,1112,0,0,0,0,0,32,1
15269,CE,109,1139,0,0,0,0,0,28,1
15270,CE,109,1210,0,0,0,0,0,16,1
15271,CE,109,1228,0,0,0,0,0,23,1
15272,CE,109,1236,0,0,0,0,0,8,1
15273,CE,109,1244,0,0,0,0,0,16,1
15274,CE,109,1252,0,0,0,0,0,4,1
15275,CE,109,1260,0,0,0,0,0,8,1
15276,CE,109,1279,0,0,0,0,0,16,1
15277,CE,109,1287,0,0,0,0,0,16,1
15278,CE,109,1295,0,0,0,0,0,16,1
15279,CE,109,1309,0,0,0,0,0,51,1
15280,CE,109,1317,0,0,0,0,0,12,1
15281,CE,109,1325,0,0,0,0,0,16,1
15282,CE,109,1333,0,0,0,0,0,19,1
15283,CE,109,1341,0,0,0,0,0,28,1
15284,CE,109,1350,0,0,0,0,0,35,1
15285,CE,109,1368,0,0,0,0,0,28,1
15286,CE,109,1384,0,0,0,0,0,6,1
15287,CE,109,1392,0,0,0,0,0,24,1
15288,CE,109,1406,0,0,0,0,0,23,1
15289,CE,109,1414,0,0,0,0,0,12,1
15290,CE,109,1422,0,0,0,0,0,28,1
15291,CE,111,1015,0,0,0,0,0,13,1
15292,CE,111,1023,0,0,0,0,0,12,1
15293,CE,111,1031,0,0,0,0,0,12,1
15294,CE,111,1040,0,0,0,0,0,68,1
15295,CE,111,1058,0,0,0,0,0,24,1
15296,CE,111,1066,0,0,0,0,0,37,1
15297,CE,111,1074,0,0,0,0,0,7,1
15298,CE,111,1082,0,0,0,0,0,22,1
15299,CE,111,1090,0,0,0,0,0,24,1
15300,CE,111,1104,0,0,0,0,0,15,1
15301,CE,111,1112,0,0,0,0,0,3,1
15302,CE,111,1120,0,0,0,0,0,8,1
15303,CE,111,1139,0,0,0,0,0,4,1
15304,CE,111,1147,0,0,0,0,0,11,1
15305,CE,111,1155,0,0,0,0,0,7,1
15306,CE,111,1163,0,0,0,0,0,8,1
15307,CE,111,1171,0,0,0,0,0,4,1
15308,CE,111,1180,0,0,0,0,0,4,1
15309,CE,111,1198,0,0,0,0,0,7,1
15310,CE,111,1201,0,0,0,0,0,8,1
15311,CE,111,1210,0,0,0,0,0,4,1
15312,CE,111,1228,0,0,0,0,0,4,1
15313,CE,111,1236,0,0,0,0,0,12,1
15314,CE,111,1244,0,0,0,0,0,4,1
15315,CE,111,1252,0,0,0,0,0,7,1
15316,CE,111,1260,0,0,0,0,0,12,1
15317,CE,111,1287,0,0,0,0,0,4,1
15318,CE,111,1295,0,0,0,0,0,3,1
15319,CE,111,1309,0,0,0,0,0,4,1
15320,CE,111,1333,0,0,0,0,0,3,1
15321,CE,111,1341,0,0,0,0,0,34,1
15322,CE,111,1350,0,0,0,0,0,4,1
15323,CE,112,1023,0,0,0,0,0,28,1
15324,CE,112,1040,0,0,0,0,0,48,1
15325,CE,112,1058,0,0,0,0,0,43,1
15326,CE,112,1074,0,0,0,0,0,47,1
15327,CE,112,1082,0,0,0,0,0,39,1
15328,CE,112,1104,0,0,0,0,0,24,1
15329,CE,112,1155,0,0,0,0,0,40,1
15330,CE,112,1180,0,0,0,0,0,44,1
15331,CE,112,1210,0,0,0,0,0,40,1
15332,CE,112,1236,0,0,0,0,0,36,1
15333,CE,112,1260,0,0,0,0,0,32,1
15334,CE,112,1309,0,0,0,0,0,24,1
15335,CE,112,1333,0,0,0,0,0,20,1
15336,CE,112,1465,0,0,0,0,0,32,1
15337,CE,112,1520,0,0,0,0,0,24,1
15338,CE,112,1546,0,0,0,0,0,28,1
15339,CE,112,1597,0,0,0,0,0,32,1
15340,CE,112,1600,0,0,0,0,0,60,1
15341,CE,112,1619,0,0,0,0,0,35,1
15342,CE,112,1627,0,0,0,0,0,36,1
15343,CE,112,1635,0,0,0,0,0,151,1
15344,CE,112,1643,0,0,0,0,0,119,1
15345,CE,112,1651,0,0,0,0,0,40,1
15346,CE,112,1660,0,0,0,0,0,48,1
15347,CE,112,1678,0,0,0,0,0,40,1
15348,CE,112,1686,0,0,0,0,0,24,1
15349,CE,112,1694,0,0,0,0,0,28,1
15350,CE,112,1716,0,0,0,0,0,52,1
15351,CE,112,1724,0,0,0,0,0,36,1
15352,CE,112,1732,0,0,0,0,0,8,1
15353,CE,112,1740,0,0,0,0,0,8,1
15354,CE,112,1759,0,0,0,0,0,7,1
15355,CE,112,1767,0,0,0,0,0,8,1
15356,CE,112,1775,0,0,0,0,0,8,1
15357,CE,112,1783,0,0,0,0,0,12,1
15358,CE,113,1015,0,0,0,0,0,16,1
15359,CE,113,1031,0,0,0,0,0,60,1
15360,CE,113,1040,0,0,0,0,0,32,1
15361,CE,113,1058,0,0,0,0,0,44,1
15362,CE,113,1074,0,0,0,0,0,46,1
15363,CE,113,1090,0,0,0,0,0,42,1
15364,CE,113,1120,0,0,0,0,0,40,1
15365,CE,113,1139,0,0,0,0,0,23,1
15366,CE,113,1147,0,0,0,0,0,20,1
15367,CE,113,1155,0,0,0,0,0,24,1
15368,CE,113,1163,0,0,0,0,0,24,1
15369,CE,113,1171,0,0,0,0,0,39,1
15370,CE,113,1180,0,0,0,0,0,60,1
15371,CE,113,1198,0,0,0,0,0,24,1
15372,CE,113,1201,0,0,0,0,0,32,1
15373,CE,113,1210,0,0,0,0,0,23,1
15374,CE,113,1228,0,0,0,0,0,16,1
15375,CE,113,1244,0,0,0,0,0,19,1
15376,CE,113,1260,0,0,0,0,0,4,1
15377,CE,113,1279,0,0,0,0,0,36,1
15378,CE,113,1295,0,0,0,0,0,40,1
15379,CE,113,1309,0,0,0,0,0,48,1
15380,CE,113,1317,0,0,0,0,0,20,1
15381,CE,113,1325,0,0,0,0,0,36,1
15382,CE,113,1333,0,0,0,0,0,28,1
15383,CE,113,1341,0,0,0,0,0,39,1
15384,CE,113,1350,0,0,0,0,0,40,1
15385,CE,113,1368,0,0,0,0,0,32,1
15386,CE,113,1376,0,0,0,0,0,20,1
15387,CE,113,1414,0,0,0,0,0,24,1
15388,CE,113,1449,0,0,0,0,0,11,1
15389,CE,113,1465,0,0,0,0,0,24,1
15390,CE,113,1473,0,0,0,0,0,23,1
15391,CE,113,1481,0,0,0,0,0,40,1
15392,CE,113,1490,0,0,0,0,0,7,1
15393,CE,113,1511,0,0,0,0,0,32,1
15394,CE,113,1520,0,0,0,0,0,20,1
15395,CE,113,1538,0,0,0,0,0,28,1
15396,CE,113,1546,0,0,0,0,0,63,1
15397,CE,113,1554,0,0,0,0,0,28,1
15398,CE,113,1562,0,0,0,0,0,7,1
15399,CE,113,1570,0,0,0,0,0,16,1
15400,CE,113,1589,0,0,0,0,0,4,1
15401,CE,113,1597,0,0,0,0,0,36,1
15402,CE,113,1600,0,0,0,0,0,8,1
15403,CE,113,1619,0,0,0,0,0,40,1
15404,CE,113,1627,0,0,0,0,0,32,1
15405,CE,113,1635,0,0,0,0,0,40,1
15406,CE,113,1643,0,0,0,0,0,11,1
15407,CE,114,1015,0,0,0,0,0,72,1
15408,CE,114,1023,0,0,0,0,0,28,1
15409,CE,114,1031,0,0,0,0,0,28,1
15410,CE,114,1082,0,0,0,0,0,44,1
15411,CE,114,1090,0,0,0,0,0,40,1
15412,CE,114,1120,0,0,0,0,0,36,1
15413,CE,114,1139,0,0,0,0,0,8,1
15414,CE,114,1155,0,0,0,0,0,44,1
15415,CE,114,1163,0,0,0,0,0,28,1
15416,CE,114,1171,0,0,0,0,0,24,1
15417,CE,114,1201,0,0,0,0,0,40,1
15418,CE,114,1210,0,0,0,0,0,52,1
15419,CE,114,1228,0,0,0,0,0,32,1
15420,CE,114,1236,0,0,0,0,0,36,1
15421,CE,114,1252,0,0,0,0,0,20,1
15422,CE,114,1287,0,0,0,0,0,32,1
15423,CE,114,1295,0,0,0,0,0,16,1
15424,CE,114,1309,0,0,0,0,0,24,1
15425,CE,114,1325,0,0,0,0,0,24,1
15426,CE,114,1333,0,0,0,0,0,20,1
15427,CE,114,1341,0,0,0,0,0,36,1
15428,CE,114,1350,0,0,0,0,0,32,1
15429,CE,114,1368,0,0,0,0,0,32,1
15430,CE,114,1384,0,0,0,0,0,16,1
15431,CE,114,1392,0,0,0,0,0,28,1
15432,CE,114,1406,0,0,0,0,0,24,1
15433,CE,114,1414,0,0,0,0,0,20,1
15434,CE,114,1422,0,0,0,0,0,60,1
15435,CE,114,1430,0,0,0,0,0,12,1
15436,CE,114,1449,0,0,0,0,0,12,1
15437,CE,114,1457,0,0,0,0,0,12,1
15438,CE,114,1465,0,0,0,0,0,20,1
15439,CE,114,1473,0,0,0,0,0,32,1
15440,CE,114,1481,0,0,0,0,0,36,1
15441,CE,114,1490,0,0,0,0,0,28,1
15442,CE,114,1503,0,0,0,0,0,28,1
15443,CE,114,1511,0,0,0,0,0,24,1
15444,CE,114,1554,0,0,0,0,0,24,1
15445,CE,114,1570,0,0,0,0,0,12,1
15446,CE,114,1589,0,0,0,0,0,8,1
15447,CE,114,1600,0,0,0,0,0,8,1
15448,CE,114,1619,0,0,0,0,0,12,1
15449,CE,115,1015,0,0,0,0,0,20,1
15450,CE,115,1040,0,0,0,0,0,28,1
15451,CE,115,1058,0,0,0,0,0,32,1
15452,CE,115,1066,0,0,0,0,0,36,1
15453,CE,115,1074,0,0,0,0,0,118,1
15454,CE,115,1112,0,0,0,0,0,40,1
15455,CE,115,1139,0,0,0,0,0,43,1
15456,CE,115,1147,0,0,0,0,0,48,1
15457,CE,115,1155,0,0,0,0,0,24,1
15458,CE,115,1180,0,0,0,0,0,47,1
15459,CE,115,1201,0,0,0,0,0,37,1
15460,CE,115,1244,0,0,0,0,0,39,1
15461,CE,115,1287,0,0,0,0,0,8,1
15462,CE,115,1295,0,0,0,0,0,20,1
15463,CE,115,1309,0,0,0,0,0,48,1
15464,CE,115,1325,0,0,0,0,0,8,1
15465,CE,115,1333,0,0,0,0,0,40,1
15466,CE,115,1341,0,0,0,0,0,35,1
15467,CE,115,1384,0,0,0,0,0,44,1
15468,CE,115,1449,0,0,0,0,0,20,1
15469,CE,115,1457,0,0,0,0,0,32,1
15470,CE,115,1465,0,0,0,0,0,20,1
15471,CE,115,1481,0,0,0,0,0,32,1
15472,CE,115,1490,0,0,0,0,0,58,1
15473,CE,115,1503,0,0,0,0,0,48,1
15474,CE,115,1511,0,0,0,0,0,12,1
15475,CE,115,1520,0,0,0,0,0,40,1
15476,CE,115,1538,0,0,0,0,0,32,1
15477,CE,115,1546,0,0,0,0,0,20,1
15478,CE,115,1554,0,0,0,0,0,48,1
15479,CE,115,1562,0,0,0,0,0,32,1
15480,CE,115,1570,0,0,0,0,0,39,1
15481,CE,115,1589,0,0,0,0,0,59,1
15482,CE,115,1600,0,0,0,0,0,47,1
15483,CE,115,1619,0,0,0,0,0,12,1
15484,CE,115,1627,0,0,0,0,0,48,1
15485,CE,116,1015,0,0,0,0,0,48,1
15486,CE,116,1031,0,0,0,0,0,16,1
15487,CE,116,1040,0,0,0,0,0,20,1
15488,CE,116,1066,0,0,0,0,0,36,1
15489,CE,116,1074,0,0,0,0,0,16,1
15490,CE,116,1104,0,0,0,0,0,60,1
15491,CE,116,1120,0,0,0,0,0,47,1
15492,CE,116,1139,0,0,0,0,0,47,1
15493,CE,116,1155,0,0,0,0,0,20,1
15494,CE,116,1180,0,0,0,0,0,40,1
15495,CE,116,1210,0,0,0,0,0,27,1
15496,CE,116,1236,0,0,0,0,0,48,1
15497,CE,116,1287,0,0,0,0,0,20,1
15498,CE,116,1295,0,0,0,0,0,20,1
15499,CE,116,1309,0,0,0,0,0,58,1
15500,CE,116,1317,0,0,0,0,0,24,1
15501,CE,116,1325,0,0,0,0,0,24,1
15502,CE,116,1333,0,0,0,0,0,28,1
15503,CE,116,1341,0,0,0,0,0,16,1
15504,CE,116,1350,0,0,0,0,0,20,1
15505,CE,116,1481,0,0,0,0,0,54,1
15506,CE,116,1490,0,0,0,0,0,32,1
15507,CE,116,1546,0,0,0,0,0,12,1
15508,CE,116,1554,0,0,0,0,0,8,1
15509,CE,116,1570,0,0,0,0,0,28,1
15510,CE,116,1597,0,0,0,0,0,28,1
15511,CE,116,1619,0,0,0,0,0,20,1
15512,CE,116,1635,0,0,0,0,0,36,1
15513,CE,116,1651,0,0,0,0,0,44,1
15514,CE,116,1660,0,0,0,0,0,24,1
15515,CE,116,1686,0,0,0,0,0,36,1
15516,CE,116,1694,0,0,0,0,0,43,1
15517,CE,116,1708,0,0,0,0,0,20,1
15518,CE,116,1716,0,0,0,0,0,20,1
15519,CE,116,1724,0,0,0,0,0,48,1
15520,CE,116,1732,0,0,0,0,0,56,1
15521,CE,116,1740,0,0,0,0,0,40,1
15522,CE,116,1759,0,0,0,0,0,32,1
15523,CE,116,1775,0,0,0,0,0,20,1
15524,CE,116,1783,0,0,0,0,0,32,1
15525,CE,117,1066,0,0,0,0,0,48,1
15526,CE,117,1210,0,0,0,0,0,24,1
15527,CE,117,1236,0,0,0,0,0,44,1
15528,CE,117,1244,0,0,0,0,0,36,1
15529,CE,117,1252,0,0,0,0,0,51,1
15530,CE,117,1260,0,0,0,0,0,4,1
15531,CE,117,1279,0,0,0,0,0,60,1
15532,CE,117,1287,0,0,0,0,0,52,1
15533,CE,117,1295,0,0,0,0,0,48,1
15534,CE,117,1309,0,0,0,0,0,55,1
15535,CE,117,1317,0,0,0,0,0,36,1
15536,CE,117,1325,0,0,0,0,0,51,1
15537,CE,117,1341,0,0,0,0,0,32,1
15538,CE,117,1350,0,0,0,0,0,36,1
15539,CE,117,1368,0,0,0,0,0,48,1
15540,CE,117,1376,0,0,0,0,0,28,1
15541,CE,117,1384,0,0,0,0,0,44,1
15542,CE,117,1430,0,0,0,0,0,8,1
15543,CE,117,1449,0,0,0,0,0,16,1
15544,CE,117,1490,0,0,0,0,0,12,1
15545,CE,117,1511,0,0,0,0,0,20,1
15546,CE,117,1520,0,0,0,0,0,28,1
15547,CE,117,1554,0,0,0,0,0,16,1
15548,CE,117,1627,0,0,0,0,0,8,1
15549,CE,117,1635,0,0,0,0,0,28,1
15550,CE,117,1643,0,0,0,0,0,15,1
15551,CE,117,1651,0,0,0,0,0,34,1
15552,CE,117,1660,0,0,0,0,0,32,1
15553,CE,117,1678,0,0,0,0,0,36,1
15554,CE,117,1686,0,0,0,0,0,28,1
15555,CE,117,1694,0,0,0,0,0,40,1
15556,CE,117,1708,0,0,0,0,0,36,1
15557,CE,117,1716,0,0,0,0,0,12,1
15558,CE,117,1724,0,0,0,0,0,4,1
15559,CE,117,1759,0,0,0,0,0,16,1
15560,CE,117,1767,0,0,0,0,0,36,1
15561,CE,117,1775,0,0,0,0,0,4,1
15562,CE,118,1031,0,0,0,0,0,20,1
15563,CE,118,1112,0,0,0,0,0,32,1
15564,CE,118,1147,0,0,0,0,0,16,1
15565,CE,118,1210,0,0,0,0,0,28,1
15566,CE,118,1244,0,0,0,0,0,32,1
15567,CE,118,1341,0,0,0,0,0,16,1
15568,CE,118,1350,0,0,0,0,0,44,1
15569,CE,118,1384,0,0,0,0,0,38,1
15570,CE,118,1392,0,0,0,0,0,48,1
15571,CE,118,1457,0,0,0,0,0,48,1
15572,CE,118,1465,0,0,0,0,0,36,1
15573,CE,118,1481,0,0,0,0,0,48,1
15574,CE,118,1520,0,0,0,0,0,28,1
15575,CE,118,1538,0,0,0,0,0,12,1
15576,CE,118,1694,0,0,0,0,0,24,1
15577,CE,118,1708,0,0,0,0,0,32,1
15578,CE,118,1716,0,0,0,0,0,28,1
15579,CE,118,1724,0,0,0,0,0,40,1
15580,CE,118,1767,0,0,0,0,0,28,1
15581,CE,118,1775,0,0,0,0,0,32,1
15582,CE,118,1813,0,0,0,0,0,28,1
15583,CE,118,1856,0,0,0,0,0,32,1
15584,CE,118,1910,0,0,0,0,0,40,1
15585,CE,118,1929,0,0,0,0,0,48,1
15586,CE,118,1937,0,0,0,0,0,24,1
15587,CE,118,1945,0,0,0,0,0,44,1
15588,CE,118,1953,0,0,0,0,0,40,1
15589,CE,118,1961,0,0,0,0,0,12,1
15590,CE,118,1970,0,0,0,0,0,36,1
15591,CE,118,1988,0,0,0,0,0,24,1
15592,CE,118,1996,0,0,0,0,0,48,1
15593,CE,118,2003,0,0,0,0,0,16,1
15594,CE,118,2011,0,0,0,0,0,12,1
15595,CE,118,2020,0,0,0,0,0,16,1
15596,CE,118,2038,0,0,0,0,0,12,1
15597,CE,118,2046,0,0,0,0,0,12,1
15598,CE,118,2054,0,0,0,0,0,8,1
15599,CE,118,2062,0,0,0,0,0,3,1
15600,CE,119,1015,0,11,0,0,0,0,1
15601,CE,119,1023,0,68,0,0,0,0,1
15602,CE,119,1031,0,32,0,0,0,0,1
15603,CE,119,1040,0,55,0,0,0,0,1
15604,CE,119,1066,0,56,0,0,0,0,1
15605,CE,119,1074,0,20,0,0,0,0,1
15606,CE,119,1082,0,32,0,0,0,0,1
15607,CE,119,1104,0,55,0,0,0,0,1
15608,CE,119,1112,0,63,0,0,0,0,1
15609,CE,119,1120,0,20,0,0,0,0,1
15610,CE,119,1139,0,52,0,0,0,0,1
15611,CE,119,1147,0,12,0,0,0,0,1
15612,CE,119,1155,0,24,0,0,0,0,1
15613,CE,119,1163,0,44,0,0,0,0,1
15614,CE,119,1171,0,48,0,0,0,0,1
15615,CE,119,1180,0,20,0,0,0,0,1
15616,CE,119,1198,0,31,0,0,0,0,1
15617,CE,119,1201,0,7,0,0,0,0,1
15618,CE,119,1210,0,46,0,0,0,0,1
15619,CE,119,1228,0,14,0,0,0,0,1
15620,CE,119,1252,0,32,0,0,0,0,1
15621,CE,119,1260,0,66,0,0,0,0,1
15622,CE,119,1279,0,54,0,0,0,0,1
15623,CE,119,1287,0,50,0,0,0,0,1
15624,CE,119,1295,0,51,0,0,0,0,1
15625,CE,119,1309,0,27,0,0,0,0,1
15626,CE,119,1317,0,35,0,0,0,0,1
15627,CE,119,1325,0,52,0,0,0,0,1
15628,CE,119,1333,0,47,0,0,0,0,1
15629,CE,119,1341,0,23,0,0,0,0,1
15630,CE,119,1350,0,40,0,0,0,0,1
15631,CE,119,1384,0,8,0,0,0,0,1
15632,CE,119,1392,0,11,0,0,0,0,1
15633,CE,119,1406,0,47,0,0,0,0,1
15634,CE,119,1414,0,8,0,0,0,0,1
15635,CE,119,1422,0,28,0,0,0,0,1
15636,CE,119,1449,0,82,0,0,0,0,1
15637,CE,119,1457,0,39,0,0,0,0,1
15638,CE,119,1473,0,12,0,0,0,0,1
15639,CE,119,1481,0,4,0,0,0,0,1
15640,CE,119,1490,0,12,0,0,0,0,1
15641,CE,119,1511,0,19,0,0,0,0,1
15642,CE,119,1520,0,16,0,0,0,0,1
15643,CE,119,1538,0,11,0,0,0,0,1
15644,CE,119,1546,0,56,0,0,0,0,1
15645,CE,119,1562,0,16,0,0,0,0,1
15646,CE,119,1570,0,8,0,0,0,0,1
15647,CE,120,1155,0,0,0,0,0,51,1
15648,CE,120,1210,0,0,0,0,0,28,1
15649,CE,120,1228,0,0,0,0,0,15,1
15650,CE,120,1244,0,0,0,0,0,12,1
15651,CE,120,1252,0,0,0,0,0,12,1
15652,CE,120,1317,0,0,0,0,0,8,1
15653,CE,120,1341,0,0,0,0,0,4,1
15654,CE,120,1376,0,0,0,0,0,15,1
15655,CE,120,1406,0,0,0,0,0,44,1
15656,CE,120,1430,0,0,0,0,0,4,1
15657,CE,120,1490,0,0,0,0,0,3,1
15658,CE,120,1503,0,0,0,0,0,7,1
15659,CE,120,1538,0,0,0,0,0,7,1
15660,CE,120,1546,0,0,0,0,0,24,1
15661,CE,120,1554,0,0,0,0,0,35,1
15662,CE,120,1562,0,0,0,0,0,47,1
15663,CE,120,1570,0,0,0,0,0,16,1
15664,CE,120,1589,0,0,0,0,0,24,1
15665,CE,120,1597,0,0,0,0,0,43,1
15666,CE,120,1600,0,0,0,0,0,4,1
15667,CE,120,1619,0,0,0,0,0,16,1
15668,CE,120,1627,0,0,0,0,0,8,1
15669,CE,120,1635,0,0,0,0,0,8,1
15670,CE,120,1643,0,0,0,0,0,8,1
15671,CE,120,1651,0,0,0,0,0,48,1
15672,CE,120,1660,0,0,0,0,0,4,1
15673,CE,120,1678,0,0,0,0,0,12,1
15674,CE,120,1686,0,0,0,0,0,3,1
15675,CE,120,1694,0,0,0,0,0,4,1
15676,CE,120,1708,0,0,0,0,0,16,1
15677,CE,120,1716,0,0,0,0,0,4,1
15678,CE,120,1724,0,0,0,0,0,12,1
15679,CE,120,1732,0,0,0,0,0,36,1
15680,CE,120,1740,0,0,0,0,0,12,1
15681,CE,120,1759,0,0,0,0,0,8,1
15682,CE,120,1775,0,0,0,0,0,23,1
15683,CE,120,1783,0,0,0,0,0,44,1
15684,CE,120,1791,0,0,0,0,0,7,1
15685,CE,120,1805,0,0,0,0,0,4,1
15686,CE,120,1813,0,0,0,0,0,4,1
15687,CE,120,1821,0,0,0,0,0,3,1
15688,CE,120,1830,0,0,0,0,0,4,1
15689,CE,120,1864,0,0,0,0,0,4,1
15690,CE,120,1872,0,0,0,0,0,3,1
15691,CE,121,1015,0,0,24,0,0,0,1
15692,CE,121,1023,0,0,47,0,0,0,1
15693,CE,121,1031,0,0,15,0,0,0,1
15694,CE,121,1040,0,0,52,0,0,0,1
15695,CE,121,1066,0,0,36,0,0,0,1
15696,CE,121,1074,0,0,16,0,0,0,1
15697,CE,121,1082,0,0,24,0,0,0,1
15698,CE,121,1090,0,0,34,0,0,0,1
15699,CE,121,1104,0,0,24,0,0,0,1
15700,CE,121,1120,0,0,12,0,0,0,1
15701,CE,121,1139,0,0,30,0,0,0,1
15702,CE,121,1147,0,0,26,0,0,0,1
15703,CE,121,1155,0,0,11,0,0,0,1
15704,CE,121,1163,0,0,4,0,0,0,1
15705,CE,121,1171,0,0,27,0,0,0,1
15706,CE,121,1180,0,0,12,0,0,0,1
15707,CE,121,1201,0,0,24,0,0,0,1
15708,CE,121,1210,0,0,48,0,0,0,1
15709,CE,121,1228,0,0,52,0,0,0,1
15710,CE,121,1236,0,0,8,0,0,0,1
15711,CE,121,1244,0,0,28,0,0,0,1
15712,CE,121,1252,0,0,14,0,0,0,1
15713,CE,121,1260,0,0,4,0,0,0,1
15714,CE,121,1279,0,0,4,0,0,0,1
15715,CE,121,1287,0,0,27,0,0,0,1
15716,CE,121,1325,0,0,20,0,0,0,1
15717,CE,121,1333,0,0,52,0,0,0,1
15718,CE,121,1341,0,0,20,0,0,0,1
15719,CE,121,1368,0,0,28,0,0,0,1
15720,CE,121,1414,0,0,43,0,0,0,1
15721,CE,121,1430,0,0,16,0,0,0,1
15722,CE,121,1473,0,0,12,0,0,0,1
15723,CE,121,1481,0,0,12,0,0,0,1
15724,CE,121,1503,0,0,60,0,0,0,1
15725,CE,121,1562,0,0,12,0,0,0,1
15726,CE,121,1570,0,0,20,0,0,0,1
15727,CE,121,1597,0,0,16,0,0,0,1
15728,CE,121,1627,0,0,32,0,0,0,1
15729,CE,121,1660,0,0,16,0,0,0,1
15730,CE,121,1678,0,0,4,0,0,0,1
